id,age,gender,nationality,device,colour,number,animal,userid,lastletter,firstletter,session
1923,18,m,au,otherphone,,0,,18mauotherphone6269,,,
1924,21,m,au,iphone,,0,,21mauiphone3421,,,
1925,19,m,au,iphone,,0,,19mauiphone6934,,,
1926,25,pnts,pnts,pnts,,0,,25pntspntspnts8498,,,
1927,20,f,au,iphone,,0,,20fauiphone9128,,,
1928,31,m,au,pc,,0,,31maupc8561,,,
1929,23,f,au,pixel,,0,,23faupixel9948,,,
1930,21,f,au,iphone,,0,,21fauiphone5372,,,
1931,25,f,au,iphone,,0,,25fauiphone242,,,
1932,24,pnts,pnts,galaxy,,0,,24pntspntsgalaxy7191,,,
1933,18,f,au,iphone,,0,,18fauiphone4831,,,
1934,20,m,au,iphone,,0,,20mauiphone1547,,,
1935,23,f,au,iphone,,0,,23fauiphone3296,,,
1936,24,f,au,iphone,,0,,24fauiphone7204,,,
1937,21,f,au,otherphone,,0,,21fauotherphone8562,,,
1938,24,m,au,otherphone,,0,,24mauotherphone3226,,,
1939,25,m,au,otherphone,,0,,25mauotherphone2750,,,
1940,18,f,au,iphone,,0,,18fauiphone8937,,,
1941,22,pnts,au,laptop,,0,,22pntsaulaptop3626,,,
1942,19,m,au,laptop,,0,,19maulaptop3377,,,
1943,22,f,nz,iphone,,0,,22fnziphone396,,,
1944,21,m,au,pc,,0,,21maupc4593,,,
1945,21,m,au,laptop,,0,,21maulaptop8141,,,
1946,18,f,au,laptop,,0,,18faulaptop5653,,,
1947,18,m,au,pixel,,0,,18maupixel5941,,,
1948,24,f,au,iphone,,0,,24fauiphone4707,,,
1949,20,f,au,iphone,,0,,20fauiphone741,,,
1950,25,f,au,iphone,,0,,25fauiphone1603,,,
1951,25,m,au,galaxy,,0,,25maugalaxy3117,,,
1952,20,m,au,iphone,,0,,20mauiphone8881,,,
1953,20,m,au,iphone,,0,,20mauiphone5338,,,
1954,60,f,au,galaxy,,0,,60faugalaxy1056,,,
1955,19,f,au,iphone,,0,,19fauiphone4221,,,
1956,23,f,au,laptop,,0,,23faulaptop6114,,,
1957,18,m,au,galaxy,,0,,18maugalaxy8824,,,
1958,25,f,au,laptop,,0,,25faulaptop8164,,,
1959,20,m,au,otherphone,,0,,20mauotherphone7956,,,
1960,19,f,as,iphone,,0,,19fasiphone1275,,,
1961,22,m,au,laptop,,0,,22maulaptop8516,,,
1962,19,m,au,otherphone,,0,,19mauotherphone1726,,,
1963,69,f,au,ipad,,0,,69fauipad3253,,,
1964,69,f,au,ipad,,0,,69fauipad8947,,,
1965,19,f,au,ipad,,0,,19fauipad605,,,
1966,19,f,au,ipad,,0,,19fauipad7568,,,
1967,20,f,as,iphone,,0,,20fasiphone4215,,,
1968,19,f,pnts,iphone,,0,,19fpntsiphone9363,,,
1969,17,o,au,galaxy,,0,,17oaugalaxy2951,,,
1970,23,f,au,iphone,,0,,23fauiphone7155,,,
1971,17,f,au,galaxy,,0,,17faugalaxy5809,,,
1972,19,m,au,iphone,,0,,19mauiphone9739,,,
1973,22,m,as,pc,,0,,22maspc3094,,,
1974,57,m,as,laptop,,0,,57maslaptop2065,,,
1975,20,f,au,iphone,,0,,20fauiphone9374,,,
1976,25,f,au,iphone,,0,,25fauiphone9794,,,
1977,57,m,as,laptop,,0,,57maslaptop3674,,,
1978,33,f,au,otherphone,,0,,33fauotherphone3452,,,
1979,20,f,au,iphone,,0,,20fauiphone9178,,,
1980,20,o,au,galaxy,,0,,20oaugalaxy2044,,,
1981,20,o,au,galaxy,,0,,20oaugalaxy3798,,,
1982,19,f,au,iphone,,0,,19fauiphone8824,,,
1983,60,pnts,pnts,galaxy,,0,,60pntspntsgalaxy2270,,,
1984,60,pnts,pnts,galaxy,,0,,60pntspntsgalaxy5471,,,
1985,20,f,au,iphone,,0,,20fauiphone6673,,,
1986,18,m,au,otherphone,,0,,18mauotherphone9093,,,
1987,18,m,au,otherphone,,0,,18mauotherphone8479,,,
1988,19,f,au,iphone,,0,,19fauiphone7851,,,
1989,21,m,au,galaxy,,0,,21maugalaxy1927,,,
1990,62,f,au,ipad,,0,,62fauipad8037,,,
1991,18,f,au,iphone,,0,,18fauiphone6380,,,
1992,58,m,eu,iphone,,0,,58meuiphone5894,,,
1993,24,f,au,iphone,,0,,24fauiphone8571,,,
1994,24,m,au,otherphone,,0,,24mauotherphone7379,,,
1995,56,f,au,iphone,,0,,56fauiphone6702,,,
1996,18,f,au,ipad,,0,,18fauipad7287,,,
1997,23,f,na,iphone,,0,,23fnaiphone2264,,,
1998,23,f,au,otherphone,,0,,23fauotherphone6877,,,
1999,19,f,au,iphone,,0,,19fauiphone8093,,,
2000,24,f,au,iphone,,0,,24fauiphone4210,,,
2001,20,f,au,iphone,,0,,20fauiphone2620,,,
2002,20,f,au,iphone,,0,,20fauiphone6025,,,
2003,20,f,au,iphone,,0,,20fauiphone1863,,,
2004,66,m,au,ipad,,0,,66mauipad8050,,,
2005,22,f,au,laptop,,0,,22faulaptop1239,,,
2006,24,f,au,iphone,,0,,24fauiphone4096,,,
2007,25,m,au,galaxy,,0,,25maugalaxy6004,,,
2008,59,f,au,othertablet,,0,,59fauothertablet3581,,,
2009,23,f,au,pc,,0,,23faupc78,,,
2010,23,f,eu,ipad,,0,,23feuipad7037,,,
2011,25,f,au,laptop,,0,,25faulaptop3959,,,
2012,24,f,eu,iphone,,0,,24feuiphone8288,,,
2013,20,m,au,galaxy,,0,,20maugalaxy5963,,,
2014,22,f,au,iphone,,0,,22fauiphone6429,,,
2015,20,f,au,galaxy,,0,,20faugalaxy8343,,,
2016,18,m,au,iphone,,0,,18mauiphone3866,,,
2017,19,m,au,iphone,,0,,19mauiphone7106,,,
2018,69,f,au,pnts,,0,,69faupnts1079,,,
2019,23,f,au,laptop,,0,,23faulaptop982,,,
2020,21,m,au,pc,,0,,21maupc7546,,,
2021,67,f,au,ipad,,0,,67fauipad5209,,,
2022,67,f,au,ipad,,0,,67fauipad9604,,,
2023,21,o,au,pc,,0,,21oaupc9774,,,
2024,25,m,au,galaxy,,0,,25maugalaxy3833,,,
2025,22,f,af,iphone,,0,,22fafiphone3228,,,
2026,22,f,af,iphone,,0,,22fafiphone3075,,,
2027,18,f,au,galaxy,,0,,18faugalaxy8040,,,
2028,47,m,au,ipad,,0,,47mauipad8604,,,
2029,24,f,au,ipad,,0,,24fauipad4456,,,
2030,24,f,au,galaxy,,0,,24faugalaxy3224,,,
2031,25,f,eu,iphone,,0,,25feuiphone6332,,,
2032,18,m,au,iphone,,0,,18mauiphone1490,,,
2033,24,m,au,galaxy,,0,,24maugalaxy8591,,,
2034,49,f,as,galaxy,,0,,49fasgalaxy3788,,,
2035,24,m,au,galaxy,,0,,24maugalaxy6718,,,
2036,19,f,au,iphone,,0,,19fauiphone9218,,,
2037,24,f,au,iphone,,0,,24fauiphone4657,,,
2038,25,f,au,otherphone,,0,,25fauotherphone7647,,,
2039,60,f,au,galaxy,,0,,60faugalaxy1401,,,
2040,21,m,au,galaxy,,0,,21maugalaxy9847,,,
2041,19,f,au,iphone,,0,,19fauiphone129,,,
2042,24,f,au,iphone,,0,,24fauiphone3705,,,
2043,26,m,au,otherphone,,0,,26mauotherphone393,,,
2044,22,f,au,laptop,,0,,22faulaptop9621,,,
2045,20,m,au,iphone,,0,,20mauiphone8233,,,
2046,25,f,au,iphone,,0,,25fauiphone1661,,,
2047,25,f,au,iphone,,0,,25fauiphone7311,,,
2048,25,f,au,iphone,,0,,25fauiphone7885,,,
2049,25,f,au,iphone,,0,,25fauiphone8258,,,
2050,21,f,as,galaxy,,0,,21fasgalaxy608,,,
2051,23,m,au,otherphone,,0,,23mauotherphone385,,,
2052,17,m,au,iphone,,0,,17mauiphone9698,,,
2053,20,f,au,otherphone,,0,,20fauotherphone3887,,,
2054,21,f,au,iphone,,0,,21fauiphone2906,,,
2055,60,f,au,iphone,,0,,60fauiphone7600,,,
2056,48,f,au,iphone,,0,,48fauiphone6952,,,
2057,19,m,au,iphone,,0,,19mauiphone8294,,,
2058,23,f,au,otherphone,,0,,23fauotherphone304,,,
2059,20,f,eu,iphone,,0,,20feuiphone5266,,,
2060,20,f,eu,iphone,,0,,20feuiphone79,,,
2061,20,m,au,iphone,,0,,20mauiphone1691,,,
2062,22,f,au,ipad,,0,,22fauipad3764,,,
2063,22,f,au,iphone,,0,,22fauiphone2887,,,
2064,54,o,pnts,otherphone,,0,,54opntsotherphone4793,,,
2065,18,f,au,otherphone,,0,,18fauotherphone6069,,,
2066,16,f,au,galaxy,,0,,16faugalaxy2325,,,
2067,22,f,au,galaxy,,0,,22faugalaxy8683,,,
2068,18,f,au,otherphone,,0,,18fauotherphone622,,,
2069,19,o,au,galaxy,,0,,19oaugalaxy898,,,
2070,19,f,as,galaxy,,0,,19fasgalaxy4289,,,
2071,18,f,au,iphone,,0,,18fauiphone2222,,,
2072,19,m,au,iphone,,0,,19mauiphone1673,,,
2073,18,f,au,iphone,,0,,18fauiphone3091,,,
2074,19,m,au,otherphone,,0,,19mauotherphone8191,,,
2075,18,f,au,iphone,,0,,18fauiphone2949,,,
2076,20,m,au,galaxy,,0,,20maugalaxy8448,,,
2077,22,f,au,iphone,,0,,22fauiphone3532,,,
2078,18,m,au,otherphone,,0,,18mauotherphone8714,,,
2079,22,f,au,galaxy,,0,,22faugalaxy4583,,,
2080,18,m,au,otherphone,,0,,18mauotherphone2462,,,
2081,20,m,au,iphone,,0,,20mauiphone1224,,,
2082,19,f,au,laptop,,0,,19faulaptop9401,,,
2083,21,m,au,otherphone,,0,,21mauotherphone4975,,,
2084,65,f,au,ipad,,0,,65fauipad8078,,,
2085,23,m,au,iphone,,0,,23mauiphone6072,,,
2086,22,m,au,iphone,,0,,22mauiphone8186,,,
2087,69,f,au,ipad,,0,,69fauipad4495,,,
2088,60,m,au,galaxy,,0,,60maugalaxy474,,,
2089,23,f,au,otherphone,,0,,23fauotherphone9956,,,
2090,17,f,au,iphone,,0,,17fauiphone1074,,,
2091,20,m,au,pc,,0,,20maupc8447,,,
2092,24,f,au,galaxy,,0,,24faugalaxy3466,,,
2093,19,m,au,galaxy,,0,,19maugalaxy2442,,,
2094,22,f,au,iphone,,0,,22fauiphone4188,,,
2095,19,m,au,galaxy,,0,,19maugalaxy7420,,,
2096,14,f,au,galaxy,,0,,14faugalaxy1512,,,
2097,40,f,au,iphone,,0,,40fauiphone9535,,,
2098,20,f,as,pixel,,0,,20faspixel9646,,,
2099,40,f,au,iphone,,0,,40fauiphone5012,,,
2100,23,f,au,ipad,,0,,23fauipad8489,,,
2101,19,f,au,iphone,,0,,19fauiphone5509,,,
2102,19,m,au,laptop,,0,,19maulaptop6525,,,
2103,20,m,au,galaxy,,0,,20maugalaxy1415,,,
2104,24,f,au,iphone,,0,,24fauiphone9110,,,
2105,23,f,au,ipad,,0,,23fauipad7748,,,
2106,24,m,au,otherphone,,0,,24mauotherphone7455,,,
2107,54,o,au,pc,,0,,54oaupc5896,,,
2108,52,m,au,ipad,,0,,52mauipad1904,,,
2109,52,m,au,ipad,,0,,52mauipad5623,,,
2110,52,m,au,ipad,,0,,52mauipad1990,,,
2111,24,f,au,iphone,,0,,24fauiphone3407,,,
2112,18,f,au,galaxy,,0,,18faugalaxy729,,,
2113,18,f,au,laptop,,0,,18faulaptop9989,,,
2114,24,f,au,ipad,,0,,24fauipad992,,,
2115,14,f,au,ipad,,0,,14fauipad9331,,,
2116,19,m,au,iphone,,0,,19mauiphone9468,,,
2117,54,f,au,othertablet,,0,,54fauothertablet8233,,,
2118,23,o,au,galaxy,,0,,23oaugalaxy3030,,,
2119,24,f,au,iphone,,0,,24fauiphone9486,,,
2120,71,m,au,iphone,,0,,71mauiphone2351,,,
2121,21,f,au,ipad,,0,,21fauipad439,,,
2122,43,pnts,au,iphone,,0,,43pntsauiphone6523,,,
2123,18,f,au,iphone,,0,,18fauiphone7463,,,
2124,67,f,au,ipad,,0,,67fauipad8650,,,
2125,24,m,au,ipad,,0,,24mauipad6647,,,
2126,24,m,au,galaxy,,0,,24maugalaxy2567,,,
2127,21,f,au,ipad,,0,,21fauipad2329,,,
2128,23,f,au,galaxy,,0,,23faugalaxy2110,,,
2129,19,m,au,iphone,,0,,19mauiphone717,,,
2130,56,f,au,ipad,,0,,56fauipad9653,,,
2131,25,f,au,iphone,,0,,25fauiphone5030,,,
2132,21,f,au,otherphone,,0,,21fauotherphone2227,,,
2133,16,m,au,iphone,,0,,16mauiphone2767,,,
2134,21,f,au,otherphone,,0,,21fauotherphone6057,,,
2135,21,f,eu,galaxy,,0,,21feugalaxy5033,,,
2136,18,f,au,iphone,,0,,18fauiphone7607,,,
2137,25,m,au,iphone,,0,,25mauiphone6181,,,
2138,21,m,au,pixel,,0,,21maupixel4601,,,
2139,18,f,au,iphone,,0,,18fauiphone3280,,,
2140,24,m,au,iphone,,0,,24mauiphone520,,,
2141,17,m,au,iphone,,0,,17mauiphone4869,,,
2142,24,f,au,iphone,,0,,24fauiphone754,,,
2143,18,f,oc,otherphone,,0,,18focotherphone2116,,,
2144,19,m,au,iphone,,0,,19mauiphone3148,,,
2145,25,pnts,pnts,pnts,,0,,25pntspntspnts7396,,,
2146,19,m,au,iphone,,0,,19mauiphone1072,,,
2147,18,f,au,iphone,,0,,18fauiphone1629,,,
2148,22,m,au,galaxy,,0,,22maugalaxy3786,,,
2149,22,m,au,galaxy,,0,,22maugalaxy2162,,,
2150,21,m,as,otherphone,,0,,21masotherphone4699,,,
2151,20,f,au,iphone,,0,,20fauiphone6341,,,
2152,22,f,au,iphone,,0,,22fauiphone4385,,,
2153,67,f,au,iphone,,0,,67fauiphone291,,,
2154,24,m,au,iphone,,0,,24mauiphone7731,,,
2155,18,f,au,iphone,,0,,18fauiphone5666,,,
2156,18,f,au,iphone,,0,,18fauiphone4553,,,
2157,19,m,au,laptop,,0,,19maulaptop368,,,
2158,15,f,nz,iphone,,0,,15fnziphone2037,,,
2159,21,m,au,galaxy,,0,,21maugalaxy9089,,,
2160,15,f,eu,ipad,,0,,15feuipad3124,,,
2161,21,f,au,galaxy,,0,,21faugalaxy3383,,,
2162,19,f,au,iphone,,0,,19fauiphone3589,,,
2163,18,f,au,iphone,,0,,18fauiphone3356,,,
2164,23,m,au,iphone,,0,,23mauiphone9207,,,
2165,22,f,au,iphone,,0,,22fauiphone3317,,,
2166,18,f,au,galaxy,,0,,18faugalaxy4888,,,
2167,22,f,au,iphone,,0,,22fauiphone8858,,,
2168,24,m,as,pc,,0,,24maspc6723,,,
2169,23,f,au,iphone,,0,,23fauiphone4644,,,
2170,23,f,au,iphone,,0,,23fauiphone7302,,,
2171,23,f,au,iphone,,0,,23fauiphone7879,,,
2172,18,f,au,laptop,,0,,18faulaptop4825,,,
2173,24,m,as,pc,,0,,24maspc313,,,
2174,18,f,au,laptop,,0,,18faulaptop8047,,,
2175,23,f,au,laptop,,0,,23faulaptop2263,,,
2176,20,f,au,iphone,,0,,20fauiphone8759,,,
2177,20,f,au,iphone,,0,,20fauiphone6986,,,
2178,18,m,af,iphone,,0,,18mafiphone5909,,,
2179,63,f,au,galaxy,,0,,63faugalaxy7504,,,
2180,17,m,au,iphone,,0,,17mauiphone4949,,,
2181,21,f,eu,iphone,,0,,21feuiphone6567,,,
2182,18,m,au,iphone,,0,,18mauiphone7098,,,
2183,45,f,au,otherphone,,0,,45fauotherphone4042,,,
2184,24,f,au,iphone,,0,,24fauiphone856,,,
2185,57,m,nz,ipad,,0,,57mnzipad6127,,,
2186,18,m,au,iphone,,0,,18mauiphone3509,,,
2187,23,f,au,iphone,,0,,23fauiphone6781,,,
2188,19,f,au,galaxy,,0,,19faugalaxy9029,,,
2189,19,m,au,laptop,,0,,19maulaptop3806,,,
2190,18,f,au,iphone,,0,,18fauiphone2435,,,
2191,24,m,au,iphone,,0,,24mauiphone4556,,,
2192,18,f,au,iphone,,0,,18fauiphone2498,,,
2193,19,f,au,iphone,,0,,19fauiphone3010,,,
2194,19,m,au,iphone,,0,,19mauiphone5292,,,
2195,21,f,au,iphone,,0,,21fauiphone2446,,,
2196,21,m,au,iphone,,0,,21mauiphone3599,,,
2197,22,m,au,iphone,,0,,22mauiphone7839,,,
2198,18,m,au,pixel,,0,,18maupixel9394,,,
2199,22,m,au,laptop,,0,,22maulaptop3138,,,
2200,23,m,au,otherphone,,0,,23mauotherphone7351,,,
2201,21,m,au,iphone,,0,,21mauiphone5685,,,
2202,22,f,au,galaxy,,0,,22faugalaxy6280,,,
2203,25,m,au,laptop,,0,,25maulaptop5073,,,
2204,23,m,au,otherphone,,0,,23mauotherphone8556,,,
2205,23,m,au,iphone,,0,,23mauiphone6264,,,
2206,23,m,au,iphone,,0,,23mauiphone3528,,,
2207,18,m,au,otherphone,,0,,18mauotherphone3650,,,
2208,20,m,au,pixel,,0,,20maupixel8993,,,
2209,18,f,au,otherphone,,0,,18fauotherphone4761,,,
2210,56,f,au,iphone,,0,,56fauiphone4227,,,
2211,24,f,eu,pc,,0,,24feupc701,,,
2212,22,f,au,iphone,,0,,22fauiphone9310,,,
2213,24,m,au,iphone,,0,,24mauiphone7725,,,
2214,22,f,au,otherphone,,0,,22fauotherphone7744,,,
2215,20,f,au,otherphone,,0,,20fauotherphone6662,,,
2216,20,m,au,galaxy,,0,,20maugalaxy6610,,,
2217,20,m,au,pnts,,0,,20maupnts445,,,
2218,22,m,au,galaxy,,0,,22maugalaxy3728,,,
2219,22,m,au,galaxy,,0,,22maugalaxy1326,,,
2220,21,m,au,pixel,,0,,21maupixel148,,,
2221,20,f,au,iphone,,0,,20fauiphone4413,,,
2222,18,m,au,iphone,,0,,18mauiphone1299,,,
2223,18,m,au,iphone,,0,,18mauiphone6837,,,
2224,18,m,au,iphone,,0,,18mauiphone827,,,
2225,20,f,au,iphone,,0,,20fauiphone796,,,
2226,23,f,au,otherphone,,0,,23fauotherphone7807,,,
2227,25,m,au,galaxy,,0,,25maugalaxy4269,,,
2228,21,m,au,pixel,,0,,21maupixel9720,,,
2229,59,f,au,iphone,,0,,59fauiphone4457,,,
2230,25,f,au,iphone,,0,,25fauiphone5855,,,
2231,25,f,au,iphone,,0,,25fauiphone5960,,,
2232,22,f,au,iphone,,0,,22fauiphone3893,,,
2233,24,m,au,galaxy,,0,,24maugalaxy6677,,,
2234,18,f,au,iphone,,0,,18fauiphone7069,,,
2235,24,m,au,galaxy,,0,,24maugalaxy5964,,,
2236,16,f,au,iphone,,0,,16fauiphone4800,,,
2237,24,m,au,galaxy,,0,,24maugalaxy8968,,,
2238,18,f,au,iphone,,0,,18fauiphone7278,,,
2239,20,f,au,iphone,,0,,20fauiphone4471,,,
2240,20,f,au,iphone,,0,,20fauiphone6531,,,
2241,19,f,au,galaxy,,0,,19faugalaxy4394,,,
2242,21,f,au,iphone,,0,,21fauiphone4596,,,
2243,25,f,au,galaxy,,0,,25faugalaxy9209,,,
2244,16,m,au,iphone,,0,,16mauiphone4373,,,
2245,19,o,au,galaxy,,0,,19oaugalaxy9632,,,
2246,22,f,au,iphone,,0,,22fauiphone3113,,,
2247,24,o,au,galaxy,,0,,24oaugalaxy408,,,
2248,20,m,au,galaxy,,0,,20maugalaxy8448,,,
2249,19,m,au,otherphone,,0,,19mauotherphone6378,,,
2250,18,f,au,iphone,,0,,18fauiphone9031,,,
2251,18,m,au,galaxy,,0,,18maugalaxy8326,,,
2252,22,f,au,otherphone,,0,,22fauotherphone8616,,,
2253,22,f,au,iphone,,0,,22fauiphone6373,,,
2254,24,m,au,otherphone,,0,,24mauotherphone4412,,,
2255,20,f,eu,otherphone,,0,,20feuotherphone3101,,,
2256,20,m,au,pixel,,0,,20maupixel9748,,,
2257,21,f,au,iphone,,0,,21fauiphone843,,,
2258,21,f,au,iphone,,0,,21fauiphone6999,,,
2259,19,f,au,iphone,,0,,19fauiphone5015,,,
2260,22,m,au,pc,,0,,22maupc2090,,,
2261,22,m,au,pc,,0,,22maupc739,,,
2262,35,f,au,pc,,0,,35faupc9984,,,
2263,35,f,au,galaxy,,0,,35faugalaxy6252,,,
2264,22,m,au,pc,,0,,22maupc4284,,,
2265,29,f,pnts,pnts,,0,,29fpntspnts9141,,,
